DateTime,RouterID,FlowBytes,ID,EnergyConsumptionW,HeatDissipationBTU,EnergySavingMode,EnergyConsumptionW_noisy
2015-11-03 08:00:00,1,15,20151103081,784.3,2676.0316,1,784.1772623858013
2015-11-03 09:00:00,1,29,20151103091,784.58,2676.98696,0,784.8941276242042
2015-11-03 10:00:00,1,33,20151103101,784.66,2677.25992,0,784.6239937642603
2015-11-03 11:00:00,1,32,20151103111,784.64,2677.19168,0,784.7623882822828
2015-11-03 12:00:00,1,32,20151103121,784.64,2677.19168,0,784.8148226440559
2015-11-03 13:00:00,1,29,20151103131,784.58,2676.98696,0,783.8943106362234
2015-11-03 14:00:00,1,27,20151103141,784.54,2676.85048,0,784.2183679556653
2015-11-03 15:00:00,1,26,20151103151,784.52,2676.78224,0,784.2810816012397
2015-11-03 16:00:00,1,28,20151103161,784.56,2676.91872,0,784.0964687848414
2015-11-03 17:00:00,1,26,20151103171,784.52,2676.78224,0,784.8641251015069
2015-11-03 18:00:00,1,25,20151103181,784.5,2676.714,0,784.0658586447229
2015-11-03 19:00:00,1,29,20151103191,784.58,2676.98696,0,785.0324136005861
2015-11-03 20:00:00,1,26,20151103201,784.52,2676.78224,0,784.9029136868985
2015-11-03 21:00:00,1,24,20151103211,784.48,2676.64576,0,783.8426590948877
2015-11-03 22:00:00,1,25,20151103221,784.5,2676.714,0,785.6180536191703
2015-11-03 23:00:00,1,20,20151103231,784.4,2676.3728,0,784.4647029002238
2015-11-04 00:00:00,1,18,20151104001,784.36,2676.23632,0,784.2208360092862
2015-11-04 01:00:00,1,18,20151104011,784.36,2676.23632,0,784.4992808659565
2015-11-04 02:00:00,1,13,20151104021,784.26,2675.89512,1,784.6027995145187
2015-11-04 03:00:00,1,13,20151104031,784.26,2675.89512,1,785.8992817811396
2015-11-04 04:00:00,1,10,20151104041,784.2,2675.6904,1,784.6898492002722
2015-11-04 05:00:00,1,12,20151104051,784.24,2675.82688,1,784.5860901697893
2015-11-04 06:00:00,1,13,20151104061,784.26,2675.89512,1,784.7179842188091
2015-11-04 07:00:00,1,11,20151104071,784.22,2675.75864,1,784.431127666492
2015-11-04 08:00:00,1,13,20151104081,784.26,2675.89512,1,784.2234394256848
2015-11-04 09:00:00,1,22,20151104091,784.44,2676.50928,0,785.1681177380826
2015-11-04 10:00:00,1,26,20151104101,784.52,2676.78224,0,783.4215430343713
2015-11-04 11:00:00,1,27,20151104111,784.54,2676.85048,0,785.3442167813755
2015-11-04 12:00:00,1,31,20151104121,784.62,2677.12344,0,784.7651998754023
2015-11-04 13:00:00,1,24,20151104131,784.48,2676.64576,0,784.6606340659373
2015-11-04 14:00:00,1,23,20151104141,784.46,2676.5775200000003,0,784.6181198898653
2015-11-04 15:00:00,1,26,20151104151,784.52,2676.78224,0,785.0093721106709
2015-11-04 16:00:00,1,26,20151104161,784.52,2676.78224,0,784.448455471193
2015-11-04 17:00:00,1,24,20151104171,784.48,2676.64576,0,784.1145560483637
2015-11-04 18:00:00,1,23,20151104181,784.46,2676.5775200000003,0,784.3180188690189
2015-11-04 19:00:00,1,25,20151104191,784.5,2676.714,0,784.4394514348438
2015-11-04 20:00:00,1,26,20151104201,784.52,2676.78224,0,784.5167909417826
2015-11-04 21:00:00,1,24,20151104211,784.48,2676.64576,0,784.4190302694084
2015-11-04 22:00:00,1,26,20151104221,784.52,2676.78224,0,784.7918158500236
2015-11-04 23:00:00,1,24,20151104231,784.48,2676.64576,0,784.9626986986681
2015-11-05 00:00:00,1,19,20151105001,784.38,2676.30456,0,784.5146759646698
2015-11-05 01:00:00,1,20,20151105011,784.4,2676.3728,0,784.604790915698
2015-11-05 02:00:00,1,18,20151105021,784.36,2676.23632,0,783.725906433519
2015-11-05 03:00:00,1,13,20151105031,784.26,2675.89512,1,783.8192301509536
2015-11-05 04:00:00,1,13,20151105041,784.26,2675.89512,1,784.0952205782249
2015-11-05 05:00:00,1,9,20151105051,784.18,2675.62216,1,784.4523932769973
2015-11-05 06:00:00,1,12,20151105061,784.24,2675.82688,1,785.5715514150239
2015-11-05 07:00:00,1,12,20151105071,784.24,2675.82688,1,784.4551072347277
2015-11-05 08:00:00,1,15,20151105081,784.3,2676.0316,1,784.6525934906218
2015-11-05 09:00:00,1,16,20151105091,784.32,2676.0998400000003,1,784.8840250833064
2015-11-05 10:00:00,1,23,20151105101,784.46,2676.5775200000003,0,784.0351256619393
2015-11-05 11:00:00,1,24,20151105111,784.48,2676.64576,0,783.8661165949976
2015-11-05 12:00:00,1,25,20151105121,784.5,2676.714,0,784.8253617506182
2015-11-05 13:00:00,1,24,20151105131,784.48,2676.64576,0,785.110110505182
2015-11-05 14:00:00,1,26,20151105141,784.52,2676.78224,0,784.674427770785
2015-11-05 15:00:00,1,22,20151105151,784.44,2676.50928,0,784.9897392062379
2015-11-05 16:00:00,1,20,20151105161,784.4,2676.3728,0,784.1968428453295
2015-11-05 17:00:00,1,20,20151105171,784.4,2676.3728,0,783.5096547691469
2015-11-05 18:00:00,1,22,20151105181,784.44,2676.50928,0,784.5958375996731
2015-11-05 19:00:00,1,26,20151105191,784.52,2676.78224,0,784.8276114561808
2015-11-05 20:00:00,1,22,20151105201,784.44,2676.50928,0,784.3454991470968
2015-11-05 21:00:00,1,21,20151105211,784.42,2676.44104,0,784.2750223333703
2015-11-05 22:00:00,1,21,20151105221,784.42,2676.44104,0,785.2745678863286
2015-11-05 23:00:00,1,21,20151105231,784.42,2676.44104,0,784.1602163892229
2015-11-06 00:00:00,1,16,20151106001,784.32,2676.0998400000003,1,784.9262365090302
2015-11-06 01:00:00,1,18,20151106011,784.36,2676.23632,0,785.0277144874655
2015-11-06 02:00:00,1,19,20151106021,784.38,2676.30456,0,784.2846518482571
2015-11-06 03:00:00,1,14,20151106031,784.28,2675.96336,1,784.0457465002418
2015-11-06 04:00:00,1,12,20151106041,784.24,2675.82688,1,784.1133346034144
2015-11-06 05:00:00,1,13,20151106051,784.26,2675.89512,1,784.1959152109648
2015-11-06 06:00:00,1,14,20151106061,784.28,2675.96336,1,784.6178371623049
2015-11-06 07:00:00,1,14,20151106071,784.28,2675.96336,1,784.9200331083467
2015-11-06 08:00:00,1,13,20151106081,784.26,2675.89512,1,784.5031226798608
2015-11-06 09:00:00,1,20,20151106091,784.4,2676.3728,0,784.6092303058073
2015-11-06 10:00:00,1,22,20151106101,784.44,2676.50928,0,784.6258483674436
2015-11-06 11:00:00,1,26,20151106111,784.52,2676.78224,0,784.236575114184
2015-11-06 12:00:00,1,26,20151106121,784.52,2676.78224,0,785.0949661212992
2015-11-06 13:00:00,1,21,20151106131,784.42,2676.44104,0,784.818071815235
2015-11-06 14:00:00,1,23,20151106141,784.46,2676.5775200000003,0,784.4678007482308
2015-11-06 15:00:00,1,23,20151106151,784.46,2676.5775200000003,0,784.312769120922
2015-11-06 16:00:00,1,19,20151106161,784.38,2676.30456,0,784.5087398371772
2015-11-06 17:00:00,1,19,20151106171,784.38,2676.30456,0,784.1620727376802
2015-11-06 18:00:00,1,20,20151106181,784.4,2676.3728,0,784.5712545388695
2015-11-06 19:00:00,1,24,20151106191,784.48,2676.64576,0,784.4734276768693
2015-11-06 20:00:00,1,18,20151106201,784.36,2676.23632,0,784.2786025545128
2015-11-06 21:00:00,1,19,20151106211,784.38,2676.30456,0,784.4658553924913
2015-11-06 22:00:00,1,16,20151106221,784.32,2676.0998400000003,1,783.8151317687827
2015-11-06 23:00:00,1,17,20151106231,784.34,2676.16808,1,783.9834884709486
2015-11-07 00:00:00,1,16,20151107001,784.32,2676.0998400000003,1,783.9407823342383
2015-11-07 01:00:00,1,16,20151107011,784.32,2676.0998400000003,1,784.1086085247493
2015-11-07 02:00:00,1,10,20151107021,784.2,2675.6904,1,783.7584096391919
2015-11-07 03:00:00,1,9,20151107031,784.18,2675.62216,1,784.8225453213014
2015-11-07 04:00:00,1,8,20151107041,784.16,2675.55392,1,784.1949951920282
2015-11-07 05:00:00,1,7,20151107051,784.14,2675.48568,1,784.3870127931534
2015-11-07 06:00:00,1,9,20151107061,784.18,2675.62216,1,784.5763733527092
2015-11-07 07:00:00,1,8,20151107071,784.16,2675.55392,1,784.42184969167
2015-11-07 08:00:00,1,12,20151107081,784.24,2675.82688,1,783.8418161626458
2015-11-07 09:00:00,1,13,20151107091,784.26,2675.89512,1,784.1601157389902
2015-11-07 10:00:00,1,17,20151107101,784.34,2676.16808,1,784.8223045912622
2015-11-07 11:00:00,1,14,20151107111,784.28,2675.96336,1,784.7531476622723
2015-11-07 12:00:00,1,14,20151107121,784.28,2675.96336,1,784.1540058302246
2015-11-07 13:00:00,1,14,20151107131,784.28,2675.96336,1,783.8525547867214
2015-11-07 14:00:00,1,14,20151107141,784.28,2675.96336,1,783.8200194121207
2015-11-07 15:00:00,1,11,20151107151,784.22,2675.75864,1,784.4194878548988
2015-11-07 16:00:00,1,15,20151107161,784.3,2676.0316,1,784.3364647581088
2015-11-07 17:00:00,1,13,20151107171,784.26,2675.89512,1,785.2291401986175
2015-11-07 18:00:00,1,12,20151107181,784.24,2675.82688,1,784.424314125569
2015-11-07 19:00:00,1,17,20151107191,784.34,2676.16808,1,783.6854765106622
2015-11-07 20:00:00,1,18,20151107201,784.36,2676.23632,0,785.2188271884555
2015-11-07 21:00:00,1,17,20151107211,784.34,2676.16808,1,785.4324829358775
2015-11-07 22:00:00,1,16,20151107221,784.32,2676.0998400000003,1,784.2696602409417
2015-11-07 23:00:00,1,15,20151107231,784.3,2676.0316,1,784.6185910026543
2015-11-08 00:00:00,1,13,20151108001,784.26,2675.89512,1,783.6593118475296
2015-11-08 01:00:00,1,16,20151108011,784.32,2676.0998400000003,1,784.9817582053842
2015-11-08 02:00:00,1,11,20151108021,784.22,2675.75864,1,784.1847578523099
2015-11-08 03:00:00,1,8,20151108031,784.16,2675.55392,1,784.3193244216972
2015-11-08 04:00:00,1,10,20151108041,784.2,2675.6904,1,784.3849712939253
2015-11-08 05:00:00,1,10,20151108051,784.2,2675.6904,1,784.0030146771752
2015-11-08 06:00:00,1,10,20151108061,784.2,2675.6904,1,784.6985884725601
2015-11-08 07:00:00,1,9,20151108071,784.18,2675.62216,1,783.8377488715805
2015-11-08 08:00:00,1,11,20151108081,784.22,2675.75864,1,784.801473697154
2015-11-08 09:00:00,1,12,20151108091,784.24,2675.82688,1,783.8621016382648
2015-11-08 10:00:00,1,18,20151108101,784.36,2676.23632,0,784.7042299595178
2015-11-08 11:00:00,1,14,20151108111,784.28,2675.96336,1,784.426681391923
2015-11-08 12:00:00,1,17,20151108121,784.34,2676.16808,1,783.7858258325497
2015-11-08 13:00:00,1,14,20151108131,784.28,2675.96336,1,783.8777943179061
2015-11-08 14:00:00,1,14,20151108141,784.28,2675.96336,1,783.6443971349387
2015-11-08 15:00:00,1,14,20151108151,784.28,2675.96336,1,783.3834502050745
2015-11-08 16:00:00,1,12,20151108161,784.24,2675.82688,1,784.4480287741402
2015-11-08 17:00:00,1,14,20151108171,784.28,2675.96336,1,784.6351141697799
2015-11-08 18:00:00,1,18,20151108181,784.36,2676.23632,0,783.7271047023036
2015-11-08 19:00:00,1,13,20151108191,784.26,2675.89512,1,784.0307390587434
2015-11-08 20:00:00,1,16,20151108201,784.32,2676.0998400000003,1,785.3317633077748
2015-11-08 21:00:00,1,18,20151108211,784.36,2676.23632,0,784.7394821535023
2015-11-08 22:00:00,1,14,20151108221,784.28,2675.96336,1,784.5542482898074
2015-11-08 23:00:00,1,14,20151108231,784.28,2675.96336,1,783.172200451366
2015-11-09 00:00:00,1,13,20151109001,784.26,2675.89512,1,784.3562722010608
2015-11-09 01:00:00,1,15,20151109011,784.3,2676.0316,1,784.2154005487441
2015-11-09 02:00:00,1,11,20151109021,784.22,2675.75864,1,784.3935007806917
2015-11-09 03:00:00,1,10,20151109031,784.2,2675.6904,1,784.9151802271308
2015-11-09 04:00:00,1,9,20151109041,784.18,2675.62216,1,784.1476521076529
2015-11-09 05:00:00,1,8,20151109051,784.16,2675.55392,1,784.1643313492042
2015-11-09 06:00:00,1,8,20151109061,784.16,2675.55392,1,783.7516731765263
2015-11-09 07:00:00,1,10,20151109071,784.2,2675.6904,1,784.42645630693
2015-11-09 08:00:00,1,11,20151109081,784.22,2675.75864,1,785.5352723054249
2015-11-09 09:00:00,1,17,20151109091,784.34,2676.16808,1,784.4311415394185
2015-11-09 10:00:00,1,19,20151109101,784.38,2676.30456,0,784.1736867388126
2015-11-09 11:00:00,1,22,20151109111,784.44,2676.50928,0,784.3865154333321
2015-11-09 12:00:00,1,23,20151109121,784.46,2676.5775200000003,0,784.5745474883493
2015-11-09 13:00:00,1,23,20151109131,784.46,2676.5775200000003,0,784.0380678981454
2015-11-09 14:00:00,1,24,20151109141,784.48,2676.64576,0,783.0368265626339
2015-11-09 15:00:00,1,24,20151109151,784.48,2676.64576,0,784.4177185810481
2015-11-09 16:00:00,1,19,20151109161,784.38,2676.30456,0,784.6294482845173
2015-11-09 17:00:00,1,19,20151109171,784.38,2676.30456,0,784.0571317523531
2015-11-09 18:00:00,1,20,20151109181,784.4,2676.3728,0,785.1379992232945
2015-11-09 19:00:00,1,31,20151109191,784.62,2677.12344,0,784.3575327983997
2015-11-09 20:00:00,1,25,20151109201,784.5,2676.714,0,784.140373948256
2015-11-09 21:00:00,1,35,20151109211,784.7,2677.3964,0,785.1874394206163
2015-11-09 22:00:00,1,21,20151109221,784.42,2676.44104,0,784.9725325103237
2015-11-09 23:00:00,1,24,20151109231,784.48,2676.64576,0,784.745109931475
2015-11-10 00:00:00,1,19,20151110001,784.38,2676.30456,0,785.2776812729915
2015-11-10 01:00:00,1,19,20151110011,784.38,2676.30456,0,784.0852407538757
2015-11-10 02:00:00,1,18,20151110021,784.36,2676.23632,0,783.9232896729607
2015-11-10 03:00:00,1,17,20151110031,784.34,2676.16808,1,785.8048933862415
2015-11-10 04:00:00,1,12,20151110041,784.24,2675.82688,1,783.8577613692023
2015-11-10 05:00:00,1,10,20151110051,784.2,2675.6904,1,784.105396592739
2015-11-10 06:00:00,1,14,20151110061,784.28,2675.96336,1,784.4865195572573
2015-11-10 07:00:00,1,15,20151110071,784.3,2676.0316,1,784.3248660443417
2015-11-10 08:00:00,1,14,20151110081,784.28,2675.96336,1,784.2230008317795
2015-11-10 09:00:00,1,34,20151110091,784.68,2677.32816,0,784.4070649055902
2015-11-10 10:00:00,1,40,20151110101,784.8,2677.7376,0,785.2449969272591
2015-11-10 11:00:00,1,38,20151110111,784.76,2677.60112,0,784.0880218188923
2015-11-10 12:00:00,1,36,20151110121,784.72,2677.46464,0,784.2762874044856
2015-11-10 13:00:00,1,27,20151110131,784.54,2676.85048,0,783.8107939984799
2015-11-10 14:00:00,1,48,20151110141,784.96,2678.28352,0,785.1650305701908
2015-11-10 15:00:00,1,43,20151110151,784.86,2677.94232,0,784.8722249918757
2015-11-10 16:00:00,1,41,20151110161,784.82,2677.80584,0,785.5324677709464
2015-11-10 17:00:00,1,35,20151110171,784.7,2677.3964,0,785.415035592527
2015-11-10 18:00:00,1,40,20151110181,784.8,2677.7376,0,784.6355104512984
2015-11-10 19:00:00,1,40,20151110191,784.8,2677.7376,0,785.4626429000662
2015-11-10 20:00:00,1,40,20151110201,784.8,2677.7376,0,784.9397499178003
2015-11-10 21:00:00,1,36,20151110211,784.72,2677.46464,0,784.5226703019283
2015-11-10 22:00:00,1,37,20151110221,784.74,2677.53288,0,784.6931040419393
2015-11-10 23:00:00,1,35,20151110231,784.7,2677.3964,0,784.3621315973901
2015-11-11 00:00:00,1,28,20151111001,784.56,2676.91872,0,784.491863336031
2015-11-11 01:00:00,1,25,20151111011,784.5,2676.714,0,784.4182454137192
2015-11-11 02:00:00,1,19,20151111021,784.38,2676.30456,0,784.3404776343607
2015-11-11 03:00:00,1,21,20151111031,784.42,2676.44104,0,784.1151518124564
2015-11-11 04:00:00,1,20,20151111041,784.4,2676.3728,0,783.8597726372681
2015-11-11 05:00:00,1,15,20151111051,784.3,2676.0316,1,784.3920009652204
2015-11-11 06:00:00,1,17,20151111061,784.34,2676.16808,1,784.8397903734202
2015-11-11 07:00:00,1,14,20151111071,784.28,2675.96336,1,785.1944348437214
2015-11-11 08:00:00,1,19,20151111081,784.38,2676.30456,0,785.0484540669233
2015-11-11 09:00:00,1,22,20151111091,784.44,2676.50928,0,784.9305532350733
2015-11-11 10:00:00,1,30,20151111101,784.6,2677.0552,0,784.5848008017547
2015-11-11 11:00:00,1,26,20151111111,784.52,2676.78224,0,784.5089606019301
2015-11-11 12:00:00,1,26,20151111121,784.52,2676.78224,0,784.8880206381849
2015-11-11 13:00:00,1,23,20151111131,784.46,2676.5775200000003,0,784.2286460135336
2015-11-11 14:00:00,1,23,20151111141,784.46,2676.5775200000003,0,784.8618878803327
2015-11-11 15:00:00,1,24,20151111151,784.48,2676.64576,0,784.3461627614006
2015-11-11 16:00:00,1,22,20151111161,784.44,2676.50928,0,784.8121864426896
2015-11-11 17:00:00,1,24,20151111171,784.48,2676.64576,0,784.2321401455251
2015-11-11 18:00:00,1,26,20151111181,784.52,2676.78224,0,783.1539195628196
2015-11-11 19:00:00,1,27,20151111191,784.54,2676.85048,0,784.36325807091
2015-11-11 20:00:00,1,22,20151111201,784.44,2676.50928,0,784.1912047559945
2015-11-11 21:00:00,1,23,20151111211,784.46,2676.5775200000003,0,784.0188907763009
2015-11-11 22:00:00,1,22,20151111221,784.44,2676.50928,0,784.7675461014747
2015-11-11 23:00:00,1,22,20151111231,784.44,2676.50928,0,784.108785308128
2015-11-12 00:00:00,1,22,20151112001,784.44,2676.50928,0,784.5643612531312
2015-11-12 01:00:00,1,17,20151112011,784.34,2676.16808,1,783.5851693950696
2015-11-12 02:00:00,1,15,20151112021,784.3,2676.0316,1,784.5339112735772
2015-11-12 03:00:00,1,12,20151112031,784.24,2675.82688,1,784.9835625926921
2015-11-12 04:00:00,1,13,20151112041,784.26,2675.89512,1,783.2089923659097
2015-11-12 05:00:00,1,9,20151112051,784.18,2675.62216,1,784.1033344979129
2015-11-12 06:00:00,1,14,20151112061,784.28,2675.96336,1,784.0216193812915
2015-11-12 07:00:00,1,13,20151112071,784.26,2675.89512,1,784.7095331342215
2015-11-12 08:00:00,1,15,20151112081,784.3,2676.0316,1,784.9694584603793
2015-11-12 09:00:00,1,27,20151112091,784.54,2676.85048,0,784.8924561820947
2015-11-12 10:00:00,1,39,20151112101,784.78,2677.66936,0,783.9236299930633
2015-11-12 11:00:00,1,40,20151112111,784.8,2677.7376,0,785.0141289373902
2015-11-12 12:00:00,1,36,20151112121,784.72,2677.46464,0,784.3503221824964
2015-11-12 13:00:00,1,34,20151112131,784.68,2677.32816,0,784.2058717806899
2015-11-12 14:00:00,1,33,20151112141,784.66,2677.25992,0,785.2966783480889
2015-11-12 15:00:00,1,28,20151112151,784.56,2676.91872,0,784.2959809680677
2015-11-12 16:00:00,1,30,20151112161,784.6,2677.0552,0,784.2956877091929
2015-11-12 17:00:00,1,26,20151112171,784.52,2676.78224,0,784.7084826676497
2015-11-12 18:00:00,1,30,20151112181,784.6,2677.0552,0,784.9454105432868
2015-11-12 19:00:00,1,35,20151112191,784.7,2677.3964,0,783.7852000306568
2015-11-12 20:00:00,1,38,20151112201,784.76,2677.60112,0,784.6135799036883
2015-11-12 21:00:00,1,34,20151112211,784.68,2677.32816,0,784.3224280845088
2015-11-12 22:00:00,1,30,20151112221,784.6,2677.0552,0,785.8608568890946
2015-11-12 23:00:00,1,27,20151112231,784.54,2676.85048,0,784.882263114857
2015-11-13 00:00:00,1,24,20151113001,784.48,2676.64576,0,785.4845853891023
2015-11-13 01:00:00,1,21,20151113011,784.42,2676.44104,0,785.1515033498099
2015-11-13 02:00:00,1,16,20151113021,784.32,2676.0998400000003,1,784.5133342924269
2015-11-13 03:00:00,1,16,20151113031,784.32,2676.0998400000003,1,784.4415058540933
2015-11-13 04:00:00,1,13,20151113041,784.26,2675.89512,1,784.2330346336528
2015-11-13 05:00:00,1,11,20151113051,784.22,2675.75864,1,784.4384358110887
2015-11-13 06:00:00,1,13,20151113061,784.26,2675.89512,1,784.2965392254414
2015-11-13 07:00:00,1,15,20151113071,784.3,2676.0316,1,784.3334673487016
2015-11-13 08:00:00,1,17,20151113081,784.34,2676.16808,1,784.3539804508811
2015-11-13 09:00:00,1,18,20151113091,784.36,2676.23632,0,785.0809199596316
2015-11-13 10:00:00,1,24,20151113101,784.48,2676.64576,0,784.0714465820975
2015-11-13 11:00:00,1,41,20151113111,784.82,2677.80584,0,784.4622091367286
2015-11-13 12:00:00,1,29,20151113121,784.58,2676.98696,0,784.2318826928225
2015-11-13 13:00:00,1,25,20151113131,784.5,2676.714,0,785.5366515547762
2015-11-13 14:00:00,1,25,20151113141,784.5,2676.714,0,784.2240883593093
2015-11-13 15:00:00,1,26,20151113151,784.52,2676.78224,0,784.3334767835918
2015-11-13 16:00:00,1,25,20151113161,784.5,2676.714,0,784.4471795554639
2015-11-13 17:00:00,1,24,20151113171,784.48,2676.64576,0,784.2578947888989
2015-11-13 18:00:00,1,26,20151113181,784.52,2676.78224,0,784.7977906393432
2015-11-13 19:00:00,1,24,20151113191,784.48,2676.64576,0,784.205384454313
2015-11-13 20:00:00,1,28,20151113201,784.56,2676.91872,0,784.50580586469
2015-11-13 21:00:00,1,22,20151113211,784.44,2676.50928,0,784.4256110529952
2015-11-13 22:00:00,1,23,20151113221,784.46,2676.5775200000003,0,784.6672652399326
2015-11-13 23:00:00,1,18,20151113231,784.36,2676.23632,0,784.1571060162693
2015-11-14 00:00:00,1,21,20151114001,784.42,2676.44104,0,784.0228091172395
2015-11-14 01:00:00,1,20,20151114011,784.4,2676.3728,0,783.8192217021871
2015-11-14 02:00:00,1,15,20151114021,784.3,2676.0316,1,783.8008966005747
2015-11-14 03:00:00,1,13,20151114031,784.26,2675.89512,1,783.7878363193088
2015-11-14 04:00:00,1,10,20151114041,784.2,2675.6904,1,783.9043308661115
2015-11-14 05:00:00,1,10,20151114051,784.2,2675.6904,1,784.159754294138
2015-11-14 06:00:00,1,12,20151114061,784.24,2675.82688,1,784.2600660225785
2015-11-14 07:00:00,1,9,20151114071,784.18,2675.62216,1,783.9650013648926
2015-11-14 08:00:00,1,11,20151114081,784.22,2675.75864,1,785.5116811267047
2015-11-14 09:00:00,1,15,20151114091,784.3,2676.0316,1,784.8704467690183
2015-11-14 10:00:00,1,16,20151114101,784.32,2676.0998400000003,1,784.0568187548414
2015-11-14 11:00:00,1,16,20151114111,784.32,2676.0998400000003,1,783.9112813417695
2015-11-14 12:00:00,1,12,20151114121,784.24,2675.82688,1,784.3933480281792
2015-11-14 13:00:00,1,11,20151114131,784.22,2675.75864,1,784.402252013604
2015-11-14 14:00:00,1,14,20151114141,784.28,2675.96336,1,784.289655704421
2015-11-14 15:00:00,1,16,20151114151,784.32,2676.0998400000003,1,784.4641100672395
2015-11-14 16:00:00,1,18,20151114161,784.36,2676.23632,0,784.2520724715318
